,score,label,ulasan,CaseFolding,Cleaning,HapusEmoji,Spasi,Tokenizing,Normalized_Words,Stopword Removal,Stemming,dataset_join
873,5,1,"Harga bersahabat, nonton liga berkualitas dgn tayangan yg jg berkualitas. Mantaplah !!","harga bersahabat, nonton liga berkualitas dgn tayangan yg jg berkualitas. mantaplah !!",harga bersahabat  nonton liga berkualitas dgn tayangan yg jg berkualitas  mantaplah,harga bersahabat  nonton liga berkualitas dgn tayangan yg jg berkualitas  mantaplah,harga bersahabat  nonton liga berkualitas dgn tayangan yg jg berkualitas  mantaplah,"['harga', 'bersahabat', 'nonton', 'liga', 'berkualitas', 'dgn', 'tayangan', 'yg', 'jg', 'berkualitas', 'mantaplah']","['harga', 'bersahabat', 'nonton', 'berkualitas', 'tayangan', 'juga', 'berkualitas', 'mantaplah']","['harga', 'bersahabat', 'nonton', 'berkualitas', 'tayangan', 'jg', 'berkualitas', 'mantaplah']","['harga', 'sahabat', 'nonton', 'kualitas', 'tayang', 'juga', 'kualitas', 'mantap']",harga sahabat nonton kualitas tayang juga kualitas mantap
874,5,1,"Murah, Tapi memang kurang lengkap sih untuk film Hollywood nya","murah, tapi memang kurang lengkap sih untuk film hollywood nya",murah  tapi memang kurang lengkap sih untuk film hollywood nya,murah  tapi memang kurang lengkap sih untuk film hollywood nya,murah  tapi memang kurang lengkap sih untuk film hollywood nya,"['murah', 'tapi', 'memang', 'kurang', 'lengkap', 'sih', 'untuk', 'film', 'hollywood', 'nya']","['murah', 'lengkap', 'film', 'barat']","['murah', 'lengkap', 'film', 'hollywood']","['murah', 'lengkap', 'film', 'barat']",murah lengkap film barat
875,5,1,Nice,nice,nice,nice,nice,['nice'],['bagus'],['nice'],['bagus'],bagus
876,5,1,good,good,good,good,good,['good'],['bagus'],['good'],['bagus'],bagus
877,5,1,"""Udah bayar 65rb tp paket gk aktif, padahal udah ada notif email paket sudah aktif"" *EDIT: Setelah komplain, CS nya garcep dan paket pun aktif* 👍","""udah bayar 65rb tp paket gk aktif, padahal udah ada notif email paket sudah aktif"" *edit: setelah komplain, cs nya garcep dan paket pun aktif* 👍",udah bayar  rb tp paket gk aktif  padahal udah ada notif email paket sudah aktif  *edit  setelah komplain  cs nya garcep dan paket pun aktif* 👍,udah bayar  rb tp paket gk aktif  padahal udah ada notif email paket sudah aktif  *edit  setelah komplain  cs nya garcep dan paket pun aktif* ,udah bayar  rb tp paket gk aktif  padahal udah ada notif email paket sudah aktif  *edit  setelah komplain  cs nya garcep dan paket pun aktif* ,"['udah', 'bayar', 'rb', 'tp', 'paket', 'gk', 'aktif', 'padahal', 'udah', 'ada', 'notif', 'email', 'paket', 'sudah', 'aktif', '*', 'edit', 'setelah', 'komplain', 'cs', 'nya', 'garcep', 'dan', 'paket', 'pun', 'aktif', '*']","['udah', 'tapi', 'tidak', 'aktif', 'udah', 'notifikasi', 'aktif', 'sunting', 'komplain', 'customer service', 'gerak cepat', 'aktif']","['udah', 'tp', 'gk', 'aktif', 'udah', 'notif', 'aktif', 'edit', 'komplain', 'cs', 'garcep', 'aktif']","['udah', 'tapi', 'tidak', 'aktif', 'udah', 'notifikasi', 'aktif', 'sunting', 'komplain', 'customer service', 'gerak cepat', 'aktif']",udah tapi tidak aktif udah notifikasi aktif sunting komplain customer service gerak cepat aktif
878,5,1,sangat senang dengan aplikasi ini jadi aku kasih bintang 5,sangat senang dengan aplikasi ini jadi aku kasih bintang 5,sangat senang dengan aplikasi ini jadi aku kasih bintang,sangat senang dengan aplikasi ini jadi aku kasih bintang,sangat senang dengan aplikasi ini jadi aku kasih bintang,"['sangat', 'senang', 'dengan', 'aplikasi', 'ini', 'jadi', 'aku', 'kasih', 'bintang']","['senang', 'aplikasi', 'kasih', 'bintang']","['senang', 'aplikasi', 'kasih', 'bintang']","['senang', 'aplikasi', 'kasih', 'bintang']",senang aplikasi kasih bintang
879,5,1,Proses pembelian paket lambat,proses pembelian paket lambat,proses pembelian paket lambat,proses pembelian paket lambat,proses pembelian paket lambat,"['proses', 'pembelian', 'paket', 'lambat']","['proses', 'pembelian', 'lambat']","['proses', 'pembelian', 'lambat']","['proses', 'beli', 'lambat']",proses beli lambat
880,5,1,ENJOY,enjoy,enjoy,enjoy,enjoy,['enjoy'],['menikmati'],['enjoy'],['nikmat'],nikmat
881,5,1,Aplikasi nya sangat bagus.dan sangat membantu.bisa nonton bola langsung,aplikasi nya sangat bagus.dan sangat membantu.bisa nonton bola langsung,aplikasi nya sangat bagus dan sangat membantu bisa nonton bola langsung,aplikasi nya sangat bagus dan sangat membantu bisa nonton bola langsung,aplikasi nya sangat bagus dan sangat membantu bisa nonton bola langsung,"['aplikasi', 'nya', 'sangat', 'bagus', 'dan', 'sangat', 'membantu', 'bisa', 'nonton', 'bola', 'langsung']","['aplikasi', 'bagus', 'membantu', 'nonton', 'langsung']","['aplikasi', 'bagus', 'membantu', 'nonton', 'langsung']","['aplikasi', 'bagus', 'bantu', 'nonton', 'langsung']",aplikasi bagus bantu nonton langsung
882,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
883,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
884,5,1,Bagus banget bisa nonton fira sama film favorit yg sudah gk ada,bagus banget bisa nonton fira sama film favorit yg sudah gk ada,bagus banget bisa nonton fira sama film favorit yg sudah gk ada,bagus banget bisa nonton fira sama film favorit yg sudah gk ada,bagus banget bisa nonton fira sama film favorit yg sudah gk ada,"['bagus', 'banget', 'bisa', 'nonton', 'fira', 'sama', 'film', 'favorit', 'yg', 'sudah', 'gk', 'ada']","['bagus', 'nonton', 'film', 'favorit', 'tidak']","['bagus', 'nonton', 'film', 'favorit', 'gk']","['bagus', 'nonton', 'film', 'favorit', 'tidak']",bagus nonton film favorit tidak
885,5,1,"Apa ini, cuman bisa nonton tayangan live Indosiar sama sctv doang,kalo siaran lain loading terus,sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar,padahal sinyal di sini bagus,kuota ada kok kaya gini,jangan bikin saya nyesel dong udah download aplikasinya eh,,,gak bisa ke pake,cuma nyampah !! Tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih !!","apa ini, cuman bisa nonton tayangan live indosiar sama sctv doang,kalo siaran lain loading terus,sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar,padahal sinyal di sini bagus,kuota ada kok kaya gini,jangan bikin saya nyesel dong udah download aplikasinya eh,,,gak bisa ke pake,cuma nyampah !! tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih !!",apa ini  cuman bisa nonton tayangan live indosiar sama sctv doang kalo siaran lain loading terus sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar padahal sinyal di sini bagus kuota ada kok kaya gini jangan bikin saya nyesel dong udah download aplikasinya eh   gak bisa ke pake cuma nyampah    tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih,apa ini  cuman bisa nonton tayangan live indosiar sama sctv doang kalo siaran lain loading terus sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar padahal sinyal di sini bagus kuota ada kok kaya gini jangan bikin saya nyesel dong udah download aplikasinya eh   gak bisa ke pake cuma nyampah    tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih,apa ini  cuman bisa nonton tayangan live indosiar sama sctv doang kalo siaran lain loading terus sama kalo nonton vidio yang lain itu lemot banget gak bisa di putar padahal sinyal di sini bagus kuota ada kok kaya gini jangan bikin saya nyesel dong udah download aplikasinya eh gak bisa ke pake cuma nyampah tolong dong saya mau nonton filmya sridevi di pintu berkah soalnya saya ngefens banget tapi gak bisa di putar gimana sih,"['apa', 'ini', 'cuman', 'bisa', 'nonton', 'tayangan', 'live', 'indosiar', 'sama', 'sctv', 'doang', 'kalo', 'siaran', 'lain', 'loading', 'terus', 'sama', 'kalo', 'nonton', 'vidio', 'yang', 'lain', 'itu', 'lemot', 'banget', 'gak', 'bisa', 'di', 'putar', 'padahal', 'sinyal', 'di', 'sini', 'bagus', 'kuota', 'ada', 'kok', 'kaya', 'gini', 'jangan', 'bikin', 'saya', 'nyesel', 'dong', 'udah', 'download', 'aplikasinya', 'eh', 'gak', 'bisa', 'ke', 'pake', 'cuma', 'nyampah', 'tolong', 'dong', 'saya', 'mau', 'nonton', 'filmya', 'sridevi', 'di', 'pintu', 'berkah', 'soalnya', 'saya', 'ngefens', 'banget', 'tapi', 'gak', 'bisa', 'di', 'putar', 'gimana', 'sih']","['cuma', 'nonton', 'tayangan', 'kalo', 'siaran', 'memuat', 'kalo', 'nonton', 'vidio', 'lelet', 'tidak', 'putar', 'sinyal', 'bagus', 'kaya', 'bikin', 'nyesel', 'udah', 'unduh', 'aplikasinya', 'tidak', 'nyampah', 'tolong', 'nonton', 'filmnya', 'pintu', 'berkah', 'menggemari', 'tidak', 'putar', 'gimana']","['cuman', 'nonton', 'tayangan', 'kalo', 'siaran', 'loading', 'kalo', 'nonton', 'vidio', 'lemot', 'gak', 'putar', 'sinyal', 'bagus', 'kaya', 'bikin', 'nyesel', 'udah', 'download', 'aplikasinya', 'gak', 'nyampah', 'tolong', 'nonton', 'filmya', 'pintu', 'berkah', 'ngefens', 'gak', 'putar', 'gimana']","['cuma', 'nonton', 'tayang', 'kalo', 'siar', 'muat', 'kalo', 'nonton', 'vidio', 'lelet', 'tidak', 'putar', 'sinyal', 'bagus', 'kaya', 'bikin', 'nyesel', 'udah', 'unduh', 'aplikasi', 'tidak', 'nyampah', 'tolong', 'nonton', 'film', 'pintu', 'berkah', 'gari', 'tidak', 'putar', 'gimana']",cuma nonton tayang kalo siar muat kalo nonton vidio lelet tidak putar sinyal bagus kaya bikin nyesel udah unduh aplikasi tidak nyampah tolong nonton film pintu berkah gari tidak putar gimana
886,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
887,5,1,"Gratis ya kk,aku gk main facebook lgi aku mau fokus berobat sering'' jga aku nonton vidio soalx suka nonton ftv sctv kk🙂okeh","gratis ya kk,aku gk main facebook lgi aku mau fokus berobat sering'' jga aku nonton vidio soalx suka nonton ftv sctv kk🙂okeh",gratis ya kk aku gk main facebook lgi aku mau fokus berobat sering   jga aku nonton vidio soalx suka nonton ftv sctv kk🙂okeh,gratis ya kk aku gk main facebook lgi aku mau fokus berobat sering   jga aku nonton vidio soalx suka nonton ftv sctv kkokeh,gratis ya kk aku gk main facebook lgi aku mau fokus berobat sering jga aku nonton vidio soalx suka nonton ftv sctv kkokeh,"['gratis', 'ya', 'kk', 'aku', 'gk', 'main', 'facebook', 'lgi', 'aku', 'mau', 'fokus', 'berobat', 'sering', 'jga', 'aku', 'nonton', 'vidio', 'soalx', 'suka', 'nonton', 'ftv', 'sctv', 'kkokeh']","['gratis', 'tidak', 'main', 'fokus', 'berobat', 'nonton', 'vidio', 'suka', 'nonton', 'ftv']","['gratis', 'gk', 'main', 'fokus', 'berobat', 'nonton', 'vidio', 'suka', 'nonton', 'ftv']","['gratis', 'tidak', 'main', 'fokus', 'obat', 'nonton', 'vidio', 'suka', 'nonton', 'ftv']",gratis tidak main fokus obat nonton vidio suka nonton ftv
888,5,1,mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
889,5,1,Bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],bagus
890,5,1,Wahhhhhh aplikasi nya bagusss bgtttt aku sukaaaaa,wahhhhhh aplikasi nya bagusss bgtttt aku sukaaaaa,wahhhhhh aplikasi nya bagusss bgtttt aku sukaaaaa,wahhhhhh aplikasi nya bagusss bgtttt aku sukaaaaa,wah aplikasi nya bagus bgt aku suka,"['wahhhhhh', 'aplikasi', 'nya', 'bagusss', 'bgtttt', 'aku', 'sukaaaaa']","['wahhhhhh', 'aplikasi', 'bagusss', 'bgtttt', 'sukaaaaa']","['wahhhhhh', 'aplikasi', 'bagusss', 'bgtttt', 'sukaaaaa']","['wahhhhhh', 'aplikasi', 'bagusss', 'bgtttt', 'sukaaaaa']",wahhhhhh aplikasi bagusss bgtttt sukaaaaa
891,5,1,Sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang 5 untuk meningkat kn ny biar puas kalian,sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang 5 untuk meningkat kn ny biar puas kalian,sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang   untuk meningkat kn ny biar puas kalian,sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang   untuk meningkat kn ny biar puas kalian,sya cuma bisa berkata tingkat kn kualitas yg terjelek nie sya kasih bintang untuk meningkat kn ny biar puas kalian,"['sya', 'cuma', 'bisa', 'berkata', 'tingkat', 'kn', 'kualitas', 'yg', 'terjelek', 'nie', 'sya', 'kasih', 'bintang', 'untuk', 'meningkat', 'kn', 'ny', 'biar', 'puas', 'kalian']","['saya', 'tingkat', 'kualitas', 'terjelek', 'saya', 'kasih', 'bintang', 'meningkat', 'biar', 'puas']","['sya', 'tingkat', 'kualitas', 'terjelek', 'sya', 'kasih', 'bintang', 'meningkat', 'biar', 'puas']","['saya', 'tingkat', 'kualitas', 'jelek', 'saya', 'kasih', 'bintang', 'tingkat', 'biar', 'puas']",saya tingkat kualitas jelek saya kasih bintang tingkat biar puas
892,5,1,Mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],mantap
893,5,1,Aplikasinya Sangat Bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,"['aplikasinya', 'sangat', 'bagus']","['aplikasinya', 'bagus']","['aplikasinya', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
894,5,1,Ok,ok,ok,ok,ok,['ok'],['bagus'],['ok'],['bagus'],bagus
895,5,1,good,good,good,good,good,['good'],['bagus'],['good'],['bagus'],bagus
896,5,1,Oke,oke,oke,oke,oke,['oke'],['bagus'],['oke'],['bagus'],bagus
897,5,1,Bagus seperti yang diharapkan ...susah login,bagus seperti yang diharapkan ...susah login,bagus seperti yang diharapkan    susah login,bagus seperti yang diharapkan    susah login,bagus seperti yang diharapkan susah login,"['bagus', 'seperti', 'yang', 'diharapkan', 'susah', 'login']","['bagus', 'diharapkan', 'susah']","['bagus', 'diharapkan', 'susah']","['bagus', 'harap', 'susah']",bagus harap susah
898,5,1,Sangat memuaskan sekali,sangat memuaskan sekali,sangat memuaskan sekali,sangat memuaskan sekali,sangat memuaskan sekali,"['sangat', 'memuaskan', 'sekali']",['memuaskan'],['memuaskan'],['muas'],muas
899,5,1,Bole sih,bole sih,bole sih,bole sih,bole sih,"['bole', 'sih']",['boleh'],['bole'],['boleh'],boleh
900,5,1,"parah sih,gara gara digital susah bgt nonton bola.","parah sih,gara gara digital susah bgt nonton bola.",parah sih gara gara digital susah bgt nonton bola,parah sih gara gara digital susah bgt nonton bola,parah sih gara gara digital susah bgt nonton bola,"['parah', 'sih', 'gara', 'gara', 'digital', 'susah', 'bgt', 'nonton', 'bola']","['parah', 'gara', 'gara', 'elektronik', 'susah', 'nonton']","['parah', 'gara', 'gara', 'digital', 'susah', 'nonton']","['parah', 'gara', 'gara', 'elektronik', 'susah', 'nonton']",parah gara gara elektronik susah nonton
901,5,1,Ini bagusnya,ini bagusnya,ini bagusnya,ini bagusnya,ini bagusnya,"['ini', 'bagusnya']",['bagusnya'],['bagusnya'],['bagus'],bagus
902,5,1,keren bgt nih apk! Series nya keren-keren tapi syng banyak ending yang gantung semoga ada s2 nya! Ditunggu juga vidio bikin vidio Originals movie (film2 yg dibioskop) ditunggu juga proyek bareng md Entertainment 😉,keren bgt nih apk! series nya keren-keren tapi syng banyak ending yang gantung semoga ada s2 nya! ditunggu juga vidio bikin vidio originals movie (film2 yg dibioskop) ditunggu juga proyek bareng md entertainment 😉,keren bgt nih apk  series nya keren keren tapi syng banyak ending yang gantung semoga ada s  nya  ditunggu juga vidio bikin vidio originals movie  film  yg dibioskop  ditunggu juga proyek bareng md entertainment 😉,keren bgt nih apk  series nya keren keren tapi syng banyak ending yang gantung semoga ada s  nya  ditunggu juga vidio bikin vidio originals movie  film  yg dibioskop  ditunggu juga proyek bareng md entertainment ,keren bgt nih apk  series nya keren keren tapi syng banyak ending yang gantung semoga ada s  nya  ditunggu juga vidio bikin vidio originals movie  film  yg dibioskop  ditunggu juga proyek bareng md entertainment ,"['keren', 'bgt', 'nih', 'apk', 'series', 'nya', 'keren', 'keren', 'tapi', 'syng', 'banyak', 'ending', 'yang', 'gantung', 'semoga', 'ada', 's', 'nya', 'ditunggu', 'juga', 'vidio', 'bikin', 'vidio', 'originals', 'movie', 'film', 'yg', 'dibioskop', 'ditunggu', 'juga', 'proyek', 'bareng', 'md', 'entertainment']","['keren', 'aplikasi', 'serial', 'keren', 'keren', 'sayang', 'penutup', 'gantung', 'semoga', 'ditunggu', 'vidio', 'bikin', 'vidio', 'asli', 'film', 'dibioskop', 'ditunggu', 'proyek', 'bareng', 'hiburan']","['keren', 'apk', 'series', 'keren', 'keren', 'syng', 'ending', 'gantung', 'semoga', 'ditunggu', 'vidio', 'bikin', 'vidio', 'originals', 'film', 'dibioskop', 'ditunggu', 'proyek', 'bareng', 'entertainment']","['keren', 'aplikasi', 'serial', 'keren', 'keren', 'sayang', 'tutup', 'gantung', 'moga', 'tunggu', 'vidio', 'bikin', 'vidio', 'asli', 'film', 'bioskop', 'tunggu', 'proyek', 'bareng', 'hibur']",keren aplikasi serial keren keren sayang tutup gantung moga tunggu vidio bikin vidio asli film bioskop tunggu proyek bareng hibur
903,5,1,Good app,good app,good app,good app,good app,"['good', 'app']","['bagus', 'aplikasi']","['good', 'app']","['bagus', 'aplikasi']",bagus aplikasi
904,5,1,Efffd,efffd,efffd,efffd,efd,['efffd'],['efffd'],['efffd'],['efffd'],efffd
905,5,1,Bagus banget aplikasinyaa,bagus banget aplikasinyaa,bagus banget aplikasinyaa,bagus banget aplikasinyaa,bagus banget aplikasinyaa,"['bagus', 'banget', 'aplikasinyaa']","['bagus', 'aplikasinya']","['bagus', 'aplikasinyaa']","['bagus', 'aplikasi']",bagus aplikasi
906,5,1,Sya bisa Nonton apa apa yg penting baik,sya bisa nonton apa apa yg penting baik,sya bisa nonton apa apa yg penting baik,sya bisa nonton apa apa yg penting baik,sya bisa nonton apa apa yg penting baik,"['sya', 'bisa', 'nonton', 'apa', 'apa', 'yg', 'penting', 'baik']","['saya', 'nonton']","['sya', 'nonton']","['saya', 'nonton']",saya nonton
907,5,1,Oke,oke,oke,oke,oke,['oke'],['bagus'],['oke'],['bagus'],bagus
908,5,1,Bagus bngt sangat membantu bisa nontn segala macam olahraga,bagus bngt sangat membantu bisa nontn segala macam olahraga,bagus bngt sangat membantu bisa nontn segala macam olahraga,bagus bngt sangat membantu bisa nontn segala macam olahraga,bagus bngt sangat membantu bisa nontn segala macam olahraga,"['bagus', 'bngt', 'sangat', 'membantu', 'bisa', 'nontn', 'segala', 'macam', 'olahraga']","['bagus', 'membantu', 'olahraga']","['bagus', 'membantu', 'olahraga']","['bagus', 'bantu', 'olahraga']",bagus bantu olahraga
909,5,1,Mantap nih 😁😁😘😘😘😘🇵🇹🇵🇹🇵🇹🇵🇹🙋,mantap nih 😁😁😘😘😘😘🇵🇹🇵🇹🇵🇹🇵🇹🙋,mantap nih 😁😁😘😘😘😘🇵🇹🇵🇹🇵🇹🇵🇹🙋,mantap nih ,mantap nih ,"['mantap', 'nih']",['mantap'],['mantap'],['mantap'],mantap
910,5,1,Mantep,mantep,mantep,mantep,mantep,['mantep'],['mantap'],['mantep'],['mantap'],mantap
911,5,1,aplikasi bagus,aplikasi bagus,aplikasi bagus,aplikasi bagus,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
912,5,1,Lari,lari,lari,lari,lari,['lari'],['lari'],['lari'],['lari'],lari
913,5,1,"Paket platinum naik,yg tadinya 29k jadi 39... Berhubung ada diskon paket diamond dapat potongan harga 50ribu,,,cukup bayar 32k,,,jadi saya kasih 5* .","paket platinum naik,yg tadinya 29k jadi 39... berhubung ada diskon paket diamond dapat potongan harga 50ribu,,,cukup bayar 32k,,,jadi saya kasih 5* .",paket platinum naik yg tadinya  k jadi      berhubung ada diskon paket diamond dapat potongan harga  ribu   cukup bayar  k   jadi saya kasih  *,paket platinum naik yg tadinya  k jadi      berhubung ada diskon paket diamond dapat potongan harga  ribu   cukup bayar  k   jadi saya kasih  *,paket platinum naik yg tadinya  k jadi berhubung ada diskon paket diamond dapat potongan harga  ribu cukup bayar  k jadi saya kasih  *,"['paket', 'platinum', 'naik', 'yg', 'tadinya', 'k', 'jadi', 'berhubung', 'ada', 'diskon', 'paket', 'diamond', 'dapat', 'potongan', 'harga', 'ribu', 'cukup', 'bayar', 'k', 'jadi', 'saya', 'kasih', '*']","['berhubung', 'diskon', 'potongan', 'harga', 'kasih']","['berhubung', 'diskon', 'potongan', 'harga', 'kasih']","['hubung', 'diskon', 'potong', 'harga', 'kasih']",hubung diskon potong harga kasih
